address,city,country,name,postalCode,province
613 Sagamore Pkwy W,West Lafayette,US,McDonald's,47906,IN
124 E State St,West Lafayette,US,McDonald's,47906,IN
409 N 13th St,Decatur,US,Wendy's,46733,IN
410 N 13th St,Decatur,US,McDonald's,46733,IN
334 N 13th St,Decatur,US,Burger King,46733,IN
1120 W 7th St,Auburn,US,Wendy's,46706,IN
111 Touring Dr,Auburn,US,Arby's,46706,IN
1126 W 7th St,Auburn,US,Taco Bell,46706,IN
1105 W 7th St,Auburn,US,Burger King,46706,IN
1801 N Broadway St,Greensburg,US,Wendy's,47240,IN
1918 N Lincoln St,Greensburg,US,Arby's,47240,IN
1903 N Lincoln St,Greensburg,US,McDonald's,47240,IN
1005 N Baldwin Ave,Marion,US,Arby's,46952,IN
1915 N Lincoln St,Greensburg,US,Taco Bell,47240,IN
2015 N State Road 3 Byp,Greensburg,US,Burger King,47240,IN
223 E Mcgalliard Rd,Muncie,US,Wendy's,47303,IN
1725 W Mcgalliard Rd,Muncie,US,Taco Bell,47304,IN
3301 N Chadam Ln,Muncie,US,McDonald's,47304,IN
601 S Tillotson Ave,Muncie,US,KFC,47304-4449,IN
511 W McGalliard Rd,Muncie,US,Chick-fil-A,47303,IN
3413 S Main St,Elkhart,US,Burger King,46517,IN
416 N Michigan St,South Bend,US,McDonald's,46601,IN
652 Spruce St,Dowagiac,US,McDonald's,49047,MI
1595 S Memorial Dr,New Castle,US,KFC,47362,IN
9229 W County Road 650 S,Knightstown,US,Burger King,46148,IN
1400 North Market Street,Sparta,US,Taco Bell,62286,IL
1515 E National Hwy,Washington,US,Taco Bell,47501,IN
210 E National Hwy,Washington,US,Wendy's,47501,IN
1447 E National Hwy,Washington,US,KFC,47501,IN
129 S Memorial Dr,New Castle,US,Hardee's,47362,IN
1906 N Walnut St,Hartford City,US,KFC,47348,IN
1903 N Walnut St,Hartford City,US,McDonald's,47348,IN
2003 N Walnut St,Hartford City,US,Burger King,47348,IN
450 S US Highway 231,Jasper,US,McDonald's,47546,IN
762 W 2nd St,Jasper,US,Hardee's,47546,IN
4130 N Newton St,Jasper,US,McDonald's,47546,IN
3592 Newton St,Jasper,US,Taco Bell,47546,IN
3739 Newton St,Jasper,US,Arby's,47546,IN
3565 Newton St,Jasper,US,Wendy's,47546,IN
1209 N Main St,Huntingburg,US,Wendy's,47542,IN
1328 South Heaton,Knox,US,Taco Bell,46534,IN
806 S Heaton St,Knox,US,Burger King,46534,IN
1411 S Heaton St,Knox,US,McDonald's,46534,IN
515 E Alto Rd,Kokomo,US,McDonald's,46902,IN
103 Frontage Rd,Huntington,US,Wendy's,46750,IN
2702 Guilford St,Huntington,US,Arby's,46750,IN
2810 N Jefferson St,Huntington,US,Taco Bell,46750,IN
2840 N Jefferson St,Huntington,US,KFC,46750,IN
1726 National Rd W,Richmond,US,SUBWAY,47374,IN
1725 E Main St,Richmond,US,McDonald's,47374,IN
400 Commerce Rd,Richmond,US,McDonald's,47374,IN
744 Clifty Dr,Madison,US,McDonald's,47250,IN
102 Franks Dr,Madison,US,Taco Bell,47250,IN
401 Clifty Dr,Madison,US,KFC,47250,IN
1221 Clifty Dr,Madison,US,Arby's,47250,IN
2111 Lafayette Ave,Terre Haute,US,McDonald's,47805,IN
1250 N National Rd,Columbus,US,Chick-Fil-A,47201,IN
2102 Franklin St,Michigan City,US,Rally's,46360,IN
2404 E Michigan Blvd,Michigan City,US,McDonald's,46360,IN
4359 Franklin St,Michigan City,US,KFC,46360,IN
701 Veterans Ave,Vandalia,US,Burger King,62471,IL
821 Veterans Ave,Vandalia,US,Wendy's,62471,IL
2737 Veterans Ave,Vandalia,US,KFC,62471,IL
820 Veterans Ave,Vandalia,US,McDonald's,62471,IL
2080 North State Road 3,North Vernon,US,Arby's,47265,IN
2750 Frederica St,Owensboro,US,McDonalds,42301,KY
4614 Frederica St,Owensboro,US,Arby's,42301,KY
16 E Germantown Pike,Norristown,US,Arby's,19401,PA
4263 Keaton Crossing Blvd,O Fallon,US,Subway,63368,MO
119 Ofallon Commons Dr,O Fallon,US,Subway,63368,MO
9701 Veterans Memorial Pkwy,O Fallon,US,Wendy's,63366,MO
110 Long Rd,Chesterfield,US,McDonald's,63005,MO
173 Long Rd Ste 106,Chesterfield,US,Goodcents Deli Fresh Subs,63005,MO
2760 Muegge Rd,Saint Charles,US,Wendy's,63303,MO
6251 Mid Rivers Mall Dr,Saint Charles,US,McDonald's,63304,MO
6325 Ronald Reagan Dr,Lake Saint Louis,US,SONIC Drive In,63367,MO
605 E Byron Nelson Blvd,Roanoke,US,Whataburger,76262,TX
2649 7th Ave E,Saint Paul,US,SUBWAY,55109,MN
1195 Greenmor Dr,Bessemer,US,McDonald's,35022,AL
300 Elm St,Farmington,US,SUBWAY,55024,MN
302 E Main St,Waynesboro,US,McDonald's,17268,PA
111 Merchant St,Winchester,US,McDonald's,22603,VA
333 E King St,Shippensburg,US,McDonald's,17257,PA
2212 Highway K,O Fallon,US,White Castle,63368,MO
1390 Mexico Loop Rd E,O Fallon,US,Wendy's,63366,MO
645 N Rand Rd,Lake Zurich,US,Culver's,60047,IL
1840 SW Gatlin Blvd,Port Saint Lucie,US,Taco Bell,34953,FL
1740 SW Gatlin Blvd,Port Saint Lucie,US,McDonalds,34953,FL
2200 Florida St,Mandeville,US,Wendy's,70448,LA
69340 Highway 21,Covington,US,Wendy's,70433,LA
71 Park Place Dr,Covington,US,Wendy's,70433,LA
5900 NW Expressway,Oklahoma City,US,Arby's,73132,OK
5590 NW Expressway,Oklahoma City,US,Church's Chicken,73132,OK
222 W 8th Ave,Homestead,US,KFC,15120,PA
66650 Van Dyke Rd,Washington,US,Wendy's,48095,MI
25900 Crocker Blvd,Harrison Township,US,McDonald's,48045,MI
1851 44th St SW Ste G,Wyoming,US,Jimmy John's,49519,MI
1901 Pocahontas Trl,Williamsburg,US,McDonald's,23185,VA
560 28th St SE,Grand Rapids,US,Taco Bell,49548,MI
178 Front St,Lincoln,US,SUBWAY,2865,RI
9301 Daniels Pkwy,Fort Myers,US,Wendy's,33912,FL
400 Gallery Blvd,Scarborough,US,KFC / Taco Bell,4074,ME
1927 W Franklin Blvd,Gastonia,US,McDonald's,28052,NC
14522 Lawyers Rd,Matthews,US,McDonald's,28104,NC
9541 Highway 5,Douglasville,US,Popeyes Louisiana Kitchen,30135-1511,GA
2117 Main Street,Julian,US,Jacks Grocery,92036,CA
117 West Ave,Elyria,US,Taco Bell,44035,OH
7 Front St,Berea,US,Mr Hero,44017,OH
15170 Bagley Rd,Cleveland,US,Wendy's,44130,OH
5985 Andrews Rd,Mentor,US,Wendy's,44060,OH
6815 Royalton Rd,North Royalton,US,Mr Hero,44133,OH
1831 S Dort Hwy,Flint,US,McDonald's,48503,MI
12 Stonebridge Blvd,Jackson,US,Krystal,38305,TN
3977 24th Ave,Fort Gratiot,US,Taco Bell,48059,MI
2021 N Highland Ave Ste A3,Jackson,US,Chick-fil-A,38305,TN
1380 Tamiami Trail,Port Charlotte,US,Arby's,33948,FL
275 Greenwich St,New York,US,Chipotle Mexican Grill,10007,NY
367 W 34th St,New York,US,SUBWAY®,10001,NY
2995 Vista Blvd,Sparks,US,Ernie's All American Burger,89434,NV
17234 Northwest Fwy,Houston,US,Whataburger,77040,TX
260 N County Line Rd,Jackson,US,McDonald's,8527,NJ
3810 US Highway 9,Howell,US,Taco Bell,7731,NJ
4510 US Highway 9,Howell,US,Wendy's,7731,NJ
191 Van Zile Rd,Brick,US,McDonald's,8724,NJ
3338 Rr 9,Freehold,US,Windmill Gourmet Fast Foods,7728,NJ
551 Susquehanna Blvd,Hazleton,US,Wendy's,18202,PA
58 Station Cir,Hazleton,US,SONIC Drive In,18202,PA
707 W Center St,West Bridgewater,US,Wendy's,2379,MA
12717 Shops Pkwy,Austin,US,SUBWAY,78738,TX
500 Route 73 S,Marlton,US,b.good,8053,NJ
1729 N Olden Avenue Ext,Trenton,US,Boston Market,8638,NJ
4201 Harbor Town Lane,Manitowoc,US,Arby's,54220,WI
202 Florida Ave SE,Denham Springs,US,McDonald's,70726,LA
110 Rushing Rd E,Denham Springs,US,McDonald's,70726,LA
1345 S Range Ave,Denham Springs,US,Sonic Drive-In,70726,LA
418 Florida Ave SE,Denham Springs,US,Taco Bell,70726,LA
257 South Hamilton St,Painted Post,US,Arby's,14870,NY
4914 Boydton Plank Rd,Petersburg,US,McDonald's,23803,VA
5412 Boydton Plank Rd,Petersburg,US,Hardee's,23803,VA
9526 State Route 30,Irwin,US,Dairy Queen,15642,PA
316 Butler Rd,Fredericksburg,US,McDonald's,22405,VA
9910 Southpoint Pkwy,Fredericksburg,US,Wendy's,22407,VA
9865 Jefferson Davis Hwy,Fredericksburg,US,Arby's,22408,VA
500 E Algonquin Rd,Algonquin,US,McDonald's,60102,IL
3551 Plank Rd,Fredericksburg,US,Taco Bell,22407,VA
607 E Main St,Luray,US,Hardee's,22835,VA
1020 US Highway 211 W,Luray,US,McDonald's,22835,VA
444 Route 37 E,Toms River,US,Wendy's,8753,NJ
931 Fischer Blvd,Toms River,US,Burger King,8753,NJ
371 Route 37 E,Toms River,US,McDonald's,8753,NJ
44 Route 37 E,Toms River,US,Burger King,8753,NJ
1402 Route 37 E,Toms River,US,Taco Bell,8753,NJ
146 Route 37 E,Toms River,US,Dunkin Donuts,8753,NJ
28 Morgan Sq,Berkeley Springs,US,McDonald's,25411,WV
2171 Millennium Blvd,Cortland,US,McDonald's,44410,OH
1060 Joppa Farm Rd,Joppa,US,Wendy's,21085,MD
14896 Front Beach Rd,Panama City Beach,US,Moe's Original Bar B Que,32413,FL
1725 Market Dr,Stillwater,US,Culver's,55082,MN
4201 Veterans Memorial Pkwy,Saint Peters,US,White Castle,63376,MO
299 Mid Rivers Mall Dr,Saint Peters,US,McDonald's,63376,MO
6082 Mid Rivers Mall Dr,Saint Charles,US,Taco Bell,63304,MO
1630 Jungermann Rd,Saint Charles,US,Taco Bell,63304,MO
4644 S Saint Peters Pkwy,Saint Charles,US,Subway,63304,MO
2202 Michigan Ave,Arnold,US,Jimmy John's,63010,MO
603 S Main St,O Fallon,US,Taco Bell,63366,MO
102 Fallon Pkwy,O Fallon,US,Taco Bell,63368,MO
910 Bryan Rd,O Fallon,US,Jack in the Box,63366,MO
2015 S Old Highway 94,Saint Charles,US,SONIC Drive In,63303,MO
970 Norland Ave,Chambersburg,US,Chick-fil-A,17201,PA
1932 Zumbehl Rd,Saint Charles,US,Penn Station East Coast Subs,63303,MO
625 Lincoln Way E,Chambersburg,US,Hardee's,17201,PA
2230 S Pleasant Valley Rd,Winchester,US,Chick-fil-A,22601,VA
71 S Conestoga Dr,Shippensburg,US,Wendy's,17257,PA
9695 Veterans Memorial Pkwy,O Fallon,US,Dairy Queen,63366,MO
2194 Lincoln Way West,Chambersburg,US,Burger King,17202,PA
3607 S Dixie Hwy,Franklin,US,Sonic Drive-In,45005,OH
2865 Bell Rd,Auburn,US,McDonald's,95603,CA
13446 Lincoln Way,Auburn,US,Burger King,95603,CA
4065 Cameron Park Dr,Shingle Springs,US,Carl's Jr.,95682,CA
4360 Golden Center Dr,Placerville,US,McDonald's,95667,CA
627 Washington St,Quincy,US,Pizza Hut,2169,MA
2210 SW Gatlin Blvd,Port Saint Lucie,US,Wendy's,34953,FL
2880 SW Port St Lucie Blvd,Port Saint Lucie,US,Burger King,34953,FL
1687 Dove Park Road,Mandeville,US,McDonald's,70471,LA
1011 Highway 51 North,Ponchatoula,US,Taco Bell,70454,LA
2045 Florida St,Mandeville,US,McDonald's,70448,LA
815 S Tyler St,Covington,US,SONIC Drive In,70433,LA
9572 Old Highway 99 North Rd,Burlington,US,SUBWAY,98233,WA
800 South Opdyke,Pontiac,US,Arby's,48341,MI
174 Littleton Rd,Westford,US,SUBWAY,1886,MA
6780 Waltons Ln,Gloucester,US,Chick-fil-A,23061,VA
4521 John Tyler Hwy,Williamsburg,US,McDonald's,23185,VA
5239 John Tyler Hwy,Williamsburg,US,Taco Bell,23185,VA
7099 George Washington Memorial Hwy,Gloucester,US,McDonald's,23061,VA
329 Second St,Williamsburg,US,McDonald's,23185,VA
1905 Pocahontas Trl,Williamsburg,US,Taco Bell,23185,VA
1907 Pocahontas Trl,Williamsburg,US,Wendy's,23185,VA
1660 Richmond Rd,Williamsburg,US,Cook Out,23185,VA
1350 Del Monte Blvd,Seaside,US,In-N-Out Burger,93955,CA
109 Skyline Dr,Ringwood,US,McDonald's,7456,NJ
4325 W Pierson Road,Flint,US,Arby's,48504,MI
1581 Van Horn Rd,Trenton,US,McDonald's,48183,MI
27255 Telegraph Rd,Flat Rock,US,McDonalds,48134,MI
22211 West Rd,Trenton,US,Jimmy John's,48183,MI
27067 Telegraph Rd,Flat Rock,US,Taco Bell,48134,MI
2051 N Highland Ave,Jackson,US,KFC,38305,TN
6530 Pearl Rd,Cleveland,US,Wendy's,44130,OH
5965 Andrews Rd,Mentor,US,Mr. Hero,44060,OH
401 Colemans Xing,Marysville,US,Jimmy John's,43040,OH
1641 NW Saint Lucie West Blvd,Port Saint Lucie,US,Taco Bell,34986,FL
1750 SW Saint Lucie West Blvd,Port Saint Lucie,US,McDonald's,34986,FL
108 Del Guzzi Dr,Port Angeles,US,Jimmy John's,98362,WA
7141 Durand Ave,Sturtevant,US,Arby's,53177,WI
600 South Street,Raynham,US,Taco Bell,2767,MA
2062 W Redlands Blvd,Redlands,US,Jack in the Box,92373,CA
602 E Redlands Blvd,Redlands,US,Del Taco,92373,CA
612 E Redlands Blvd,Redlands,US,McDonald's,92373,CA
605 E Redlands Blvd,Redlands,US,Jack in the Box,92373,CA
1626 W Redlands Blvd,Redlands,US,Nick's Burgers,92373,CA
1991 W Redlands Blvd,Redlands,US,Wendy's,92373,CA
1990 Ostrems Way,San Bernardino,US,Taco Bell,92407,CA
272 E 40th St,San Bernardino,US,Del Taco,92404,CA
1381 Kendall Dr,San Bernardino,US,Baker's Drive Thru,92407,CA
109 Taylor Ave,Manasquan,US,Domino's Pizza,8736,NJ
2428 Highway 35,Manasquan,US,McDonald's,8736,NJ
1331N N Church St,Hazleton,US,Burger King,18202,PA
2627 Highway 70,Manasquan,US,Jersey Mike's Subs,8736,NJ
17638 Chillicothe Rd,Chagrin Falls,US,McDonald's,44023,OH
3300 Highway 278 NE,Covington,US,Wendy's,30014,GA
10210 Hull Street Rd,Midlothian,US,Hardee's,23112,VA
2601 E Main St,Plainfield,US,Arby's,46168,IN
2687 E Main St,Plainfield,US,Chick-fil-A,46168,IN
3545 Pelham Pkwy,Pelham,US,SONIC Drive In,35124,AL
1668 Gadsden Hwy,Birmingham,US,Arby's,35235,AL
2329 Circle Dr W,Spirit Lake,US,Taco John's,51360,IA
1704 Military Rd,Benton,US,Taco Bell,72015,AR
14039 Highway 8 Business,El Cajon,US,Jack in the Box,92021,CA
293 West Clinton Street,Gray,US,Krystal,31032,GA
1718 State Rd,Vermilion,US,Taco Bell,44089,OH
1659 Lincoln Way East,Chambersburg,US,Arby's,17201,PA
1617 E Main St,Waynesboro,US,Burger King,17268,PA
1206 Courthouse Rd,Petersburg,US,McDonald's,23803,VA
1717 E Vista Chino Bldg E,Palm Springs,US,Taco Bell,92262,CA
7685 W Broadway Ave,Minneapolis,US,McDonald's,55428,MN
38 Northcrest Road,Weaverville,US,Sonic Drive-In,28787,NC
740 S Duchesne Dr,Saint Charles,US,Mc Donald's,63301,MO
803 Route 37 West,Toms River,US,Burger King,8755,NJ
1315 Elliot Dr,Middletown,US,Arby's,45042,OH
2300 Grass Valley Hwy,Auburn,US,Carl's Jr.,95603,CA
2905 Bell Rd,Auburn,US,Burger King,95603,CA
115 Logans Ferry Rd,New Kensington,US,McDonald's,15068,PA
4409 State Highway 42,Sheboygan,US,Hardee's,53083,WI
3629 State Route 5,Cortland,US,Mcdonalds,44410,OH
1 West Valley Avenue,Elysburg,US,McDonald's,17824,PA
525 N Harlem Ave,Oak Park,US,Mickey's Gyros & Ribs,60302,IL
1905 Pocahontas Trl,Williamsburg,US,KFC,23185,VA
1800 Daisy Street Ext,Clearfield,US,Long John Silvers,16830,PA
2370 S Market St,Elizabethtown,US,Burger King,17022,PA
2090 Lincoln Hwy E,Lancaster,US,Five Guys,17602,PA
844 E Main St,Ephrata,US,Five Guys,17522,PA
705 Graystone Rd,Manheim,US,Sensenig Poultry LLC,17545,PA
50 Townsedge Dr,Quarryville,US,Burger King,17566,PA
1641 Lincoln Hwy E,Lancaster,US,Burger King,17602,PA
531 N 3rd St,Columbia,US,Burger King,17512,PA
1130 E Dayton YellowSprings Rd,Fairborn,US,Arby's,45324,OH
174 Littleton Rd,Westford,US,Chipotle Mexican Grill,1886,MA
700 Dodge Ave Nw,Elk River,US,McDonald's,55330,MN
901 E Bishop St,Bellefonte,US,Burger King,16823,PA
1015 N Front St,Philipsburg,US,McDonald's,16866,PA
5300 Carlisle Pike,Mechanicsburg,US,Burger King,17050,PA
4810 Carlisle Pike,Mechanicsburg,US,Five Guys,17050,PA
150 Northshore Blvd Ste 5024,Slidell,US,Chick-Fil-A,70460,LA
313 Lowther St,Lemoyne,US,KFC,17043,PA
6101 Carlisle Pike,Mechanicsburg,US,Wendy's,17050,PA
1176 Harrisburg Pike,Carlisle,US,McDonald's,17013,PA
5550 Carlisle Pike,Mechanicsburg,US,McDonald's,17050,PA
4382 W Pierson Rd,Flint,US,Taco Bell,48504,MI
1249 Harrisburg Pike,Carlisle,US,Waffle House,17013,PA
711 Cleveland St,Elyria,US,Rally's,44035,OH
407 S 3rd St,Lemoyne,US,Burger King,17043,PA
4015 E Market St,York,US,McDonald's,17402,PA
1940 Rotunda Dr,Erie,US,Five Guys,16509,PA
191 Columbia Mall Dr,Bloomsburg,US,Burger King,17815,PA
100 Lunger Dr,Bloomsburg,US,McDonald's,17815,PA
817 Park Ave,Meadville,US,Burger King,16335,PA
4201 Tuscarawas St W,Canton,US,Jimmy John's,44708,OH
164 Warrenton Rd,Fredericksburg,US,Arby's,22405,VA
5107 Jefferson Davis Hwy,Fredericksburg,US,Hardee's,22408,VA
44 Stanstead Rd,Fredericksburg,US,McDonald's,22406,VA
75 Market Street,Gordonsville,US,Arby's,22942,VA
2171 N Frontage Rd W,Vail,US,McDonald's,81657,CO
295 Eby Creek,Eagle,US,Burger King,81631,CO
1551 Gulf Shores Pkwy,Gulf Shores,US,Arby's,36542,AL
1165 S McKenzie St,Foley,US,Taco Bell,36535,AL
2650 S Queen St,York,US,KFC,17402,PA
1170 Carlisle St,Hanover,US,KFC,17331,PA
2407 Highway 35,Manasquan,US,Wendy's,8736,NJ
75 Robinhood Dr,Etters,US,Burger King,17319,PA
1160 Carlisle St,Hanover,US,Burger King,17331,PA
2050 Route 70 W,Cherry Hill,US,Pei Wei,8002,NJ
718 Boulevard St,Dover,US,Taco Bell,44622,OH
1520 E Front St,Port Angeles,US,Frugals,98362,WA
1162 Boone Avenue Exit E,Kingsland,US,Burger King,31548,GA
27410 Jefferson Ave,Temecula,US,Jack in the Box,92590,CA
1201 Coulee Rd,Hudson,US,KFC,54016,WI
105 River Square Plz,Bessemer,US,Arby's,35023,AL
3069 Allison Bonnett Memorial Dr,Bessemer,US,McDonalds,35023,AL
3040 Allison Bonnett Memorial Dr,Bessemer,US,SONIC Drive In,35023,AL
3067 Allison Bonnett Memorial Dr,Bessemer,US,Captain D's,35023,AL
3380 Winfield Dunn Pkwy,Kodak,US,Krystal,37764,TN
975 Peeler Road,Salisbury,US,Bojangles' Famous Chicken 'n Biscuits,28147,NC
901 Boardwalk,Seaside Heights,US,Seaside Eatery,8751,NJ
1209 High St N,Millville,US,SUBWAY,8332,NJ
1258 Hooper Ave,Toms River,US,Chipotle Mexican Grill,8753,NJ
8530 Edinburgh Center Dr,Minneapolis,US,Taco Bell,55443,MN
611 Washington Blvd,Williamsport,US,Burger King,17701,PA
3198 US Highway 50 E,Carson City,US,Dairy Queen,89701,NV
50 Maynard St,Williamsport,US,Burger King,17701,PA
9951 W Florissant Ave,Saint Louis,US,Taco Bell,63136,MO
10873 W Florissant Ave,Saint Louis,US,McDonald's,63136,MO
3945 Missouri Flat Rd,Placerville,US,Jack in the Box,95667,CA
8020 Spotsylvania Mall,Fredericksburg,US,Chick-fil-A,22407,VA
1717 E Vista Chino,Palm Springs,US,McDonald's,92262,CA
191 Gateway Drive,Winchester,US,Bojangles' Famous Chicken 'n Biscuits,22603,VA
Hwy 5 Appalachian Parkway,East Ellijay,US,Burger King,30539,GA
286 Turnpike Rd,Westborough,US,Chick-fil-A,1581,MA
240 Cumberland Parkway,Mechanicsburg,US,Arby's,17055,PA
422 E Chicago St,Coldwater,US,Jimmy John's,49036,MI
432 Beechurst Ave,Morgantown,US,Subway,26505,WV
49 N Telegraph Rd,Waterford,US,Arby's,48328,MI
7060 George Washington Memorial Hwy,Gloucester,US,Sonic Drive-In,23061,VA
515 E Main St,Southbridge,US,McDonald's,1550,MA
736 Merrimac Trl,Williamsburg,US,Long John Silver's,23185,VA
256 Bobby Jones Expressway,Augusta,US,Krystal,30907,GA
981 Waterbury Falls Dr,O Fallon,US,Jimmy John's,63368,MO
4125 Ball Rd NE,Circle Pines,US,Burger King,55014,MN
3403 Wrightsboro Road,Augusta,US,Krystal,30909,GA
245 Summit Point Ln,Winston Salem,US,Cook Out,27105,NC
4408 W Pierson Rd,Flint,US,Burger King,48504,MI
27127 Telegraph Rd,Flat Rock,US,KFC,48134,MI
912 N Highway 190,Covington,US,Chick-Fil-A,70433,LA
3403 N Main St,Columbia,US,Burger King,29203,SC
536 Haywood Rd,Greenville,US,Waffle House,29607,SC
6515 White Horse Rd,Greenville,US,Burger King,29611,SC
925 Broad Street,Clinton,US,SONIC Drive In,29325,SC
651 Haywood Rd,Greenville,US,Burger King,29607,SC
2685 Laurens Rd,Greenville,US,Burger King,29607,SC
2506 Augusta Rd,West Columbia,US,Waffle House,29169,SC
425 Sumter Hwy,Camden,US,Waffle House,29020,SC
1012 W Dekalb St,Camden,US,Wendy's,29020,SC
2530 Main Street,Elgin,US,Bojangles' Famous Chicken 'n Biscuits,29045,SC
10125 Two Notch Rd,Columbia,US,KFC,29223,SC
2846 Charleston Hwy,West Columbia,US,Waffle House,29169,SC
66021 Van Dyke,Washington,US,Arby's,48095,MI
107 Travis Ave,Saluda,US,Burger King,29138,SC
7915 Garners Ferry Rd,Columbia,US,Burger King,29209,SC
139 Columbiana Circle,Columbia,US,Fazoli's,29212,SC
1212 W Main St,Lexington,US,Burger King,29072,SC
1928 Airport Blvd,West Columbia,US,Burger King,29169,SC
226 Longs Pond Rd,Lexington,US,Burger King,29072,SC
244 Strawberry Square,Harrisburg,US,Arby's,17101,PA
3094 NE 41st Pl,Homestead,US,Pollo Tropical,33033,FL
1110 E Hudson Blvd,Gastonia,US,Taco Bell,28054,NC
345 E Garrison Blvd,Gastonia,US,Arby's,28054,NC
7095 Engle Rd,Cleveland,US,Arby's,44130,OH
480 West Bagley Rd,Berea,US,Arby's,44017,OH
4815 Clio Rd,Flint,US,Popeye's Chicken & Biscuits,48504,MI
649 Carlyle Ave,Belleville,US,Captain D's,62221,IL
11575 Springfield Pike,Cincinnati,US,White Castle,45246,OH
400 Northland Blvd,Cincinnati,US,Wendy's,45240,OH
11960 Lebanon Rd,Cincinnati,US,Wendy's,45241,OH
851 Eastgate South Dr,Cincinnati,US,Arby's,45245,OH
7325 Kingsgate Way,West Chester,US,Arby's,45069,OH
864 Eastgate South Dr,Cincinnati,US,White Castle,45245,OH
335 Calhoun St,Cincinnati,US,Jimmy John's,45219,OH
9677 Colerain Ave,Cincinnati,US,McDonald's,45239,OH
132 Nassau St,New York,US,Dunkin' Donuts,10038,NY
306 Route 315 Hwy,Pittston,US,McDonald's,18640,PA
417 Route 315 Hwy,Pittston,US,Wendy's,18640,PA
310 Daniel Webster Hwy Ste 144,Nashua,US,Chick-fil-A,3060,NH
5015 Wellington Rd,Gainesville,US,Chick-fil-A,20155,VA
59 68th Ave S,Coopersville,US,McDonald's,49404,MI
3700 Rivertown Pkwy SW,Grandville,US,Wetzel's Pretzels,49418,MI
4670 Roosevelt Blvd,Philadelphia,US,Chick-fil-A,19124,PA
912 NW Broad St,Murfreesboro,US,Hardee's,37129,TN
401 S Mount Juliet Rd Ste 105,Mount Juliet,US,Chick-fil-A,37122,TN
5910 Neal Ave N,Stillwater,US,Taco John's,55082,MN
2212 Essington Rd,Joliet,US,McDonald's,60435,IL
8880 Colerain Ave,Cincinnati,US,Penn Station East Coast Subs,45251,OH
8339 Colerain Ave,Cincinnati,US,McDonald's,45239,OH
7843 US Highway 42,Florence,US,Rally's,41042,KY
8530 US Highway 42,Florence,US,McDonald's,41042,KY
8526 US Highway 42,Florence,US,Taco Bell,41042,KY
7619 Mall Rd,Florence,US,Taco Bell,41042,KY
3738 Warsaw Ave,Cincinnati,US,McDonald's,45205,OH
7434 Turfway Rd,Florence,US,Wendy's,41042,KY
6724 Dixie Hwy,Florence,US,Taco Bell,41042,KY
8830 US Highway 42,Florence,US,Wendy's,41042,KY
819 High St,Hamilton,US,Taco Bell,45011,OH
851 High St,Hamilton,US,White Castle,45011,OH
20 S Martin Luther King Jr Blvd,Hamilton,US,McDonald's,45011,OH
1410 Main St,Hamilton,US,Taco Bell,45013,OH
1421 Main St,Hamilton,US,Sonic Drive-In,45013,OH
816 High St,Hamilton,US,Wendy's,45011,OH
1003 Nw Washington Blvd,Hamilton,US,Arby's,45013,OH
8116 PrincetonGlendale Rd,West Chester,US,Arby's,45069,OH
4760 Dixie Hwy,Fairfield,US,McDonald's,45014,OH
15 NE Median St,Chehalis,US,McDonald's,98532,WA
1663 W State Highway 46,New Braunfels,US,Chick-Fil-A,78132,TX
101 Magnolia Dr Ste 2,Georgetown,US,Jimmy John's,40324,KY
